emp_no,first_name,last_name,title,from_date,salary
462844,Khatoun,Gini,Engineer,1996-12-30,60011
462849,Tadahiro,Pintelas,Senior Staff,1993-05-02,66969
462849,Tadahiro,Pintelas,Staff,1986-05-02,66969
462857,Kwangsub,Hoogerwoord,Senior Staff,2000-11-21,82185
462857,Kwangsub,Hoogerwoord,Staff,1991-11-22,82185
462859,Xinglin,Gire,Engineer,1996-06-23,40000
462859,Xinglin,Gire,Senior Engineer,2002-06-23,40000
462863,Jamaludin,Cullers,Senior Engineer,1985-06-06,57925
462865,Kensei,Schaad,Senior Staff,1986-08-13,62660
462866,Babette,Ritcey,Technique Leader,1985-03-19,40000
462872,Shahaf,Zirintsis,Senior Staff,1996-12-19,75731
462872,Shahaf,Zirintsis,Staff,1987-12-20,75731
462875,Francoise,Picaronny,Engineer,1996-03-21,55193
462875,Francoise,Picaronny,Senior Engineer,2002-03-21,55193
462890,Jinya,Peak,Staff,1995-05-20,40000
462919,Taizo,Atrawala,Engineer,1985-10-24,76932
462919,Taizo,Atrawala,Senior Engineer,1992-10-24,76932
462924,Sanjay,Veevers,Engineer,1988-10-13,57196
462924,Sanjay,Veevers,Senior Engineer,1996-10-13,57196
462925,Dharmaraja,Comyn,Senior Staff,1996-01-23,63463
462925,Dharmaraja,Comyn,Staff,1991-01-23,63463
462933,Randy,Hemaspaandra,Engineer,1987-11-03,55791
462933,Randy,Hemaspaandra,Senior Engineer,1995-11-03,55791
462955,Eben,Kusakabe,Engineer,1985-06-02,56942
462955,Eben,Kusakabe,Senior Engineer,1992-06-02,56942
462982,Kankanahalli,Mundy,Senior Staff,1996-05-09,64643
462982,Kankanahalli,Mundy,Staff,1988-05-09,64643
462987,Nevio,Shrader,Senior Staff,1994-07-12,55313
462987,Nevio,Shrader,Staff,1985-07-12,55313
462994,Horward,Haldar,Senior Staff,1987-05-24,59828
462999,Venkatesan,Gonthier,Senior Staff,1997-12-24,40000
463010,Abdelwaheb,Prochazka,Engineer,1991-05-08,55038
463010,Abdelwaheb,Prochazka,Senior Engineer,1996-05-07,55038
463019,Jovan,Figueira,Senior Staff,1993-04-03,68935
463019,Jovan,Figueira,Staff,1988-04-04,68935
463027,Peer,Pews,Engineer,1985-02-03,47371
463027,Peer,Pews,Senior Engineer,1993-02-03,47371
463030,Kazuhito,Oppitz,Senior Staff,1992-12-07,50562
463030,Kazuhito,Oppitz,Staff,1986-12-08,50562
463041,Navid,Litecky,Engineer,1993-09-02,64616
463041,Navid,Litecky,Senior Engineer,1999-09-02,64616
463042,Billie,Peron,Engineer,1994-08-16,40000
463067,Oddvar,Gyorkos,Engineer,1987-06-03,40000
463067,Oddvar,Gyorkos,Senior Engineer,1992-06-02,40000
463076,Mechthild,Swen,Engineer,1985-02-18,40000
463076,Mechthild,Swen,Senior Engineer,1991-02-18,40000
463078,Shirish,Mateescu,Senior Staff,1995-12-31,47308
463078,Shirish,Mateescu,Staff,1988-12-30,47308
463081,Leen,Chaudhury,Assistant Engineer,1988-09-16,61577
463081,Leen,Chaudhury,Engineer,1993-09-16,61577
463081,Leen,Chaudhury,Senior Engineer,1998-09-16,61577
463092,Arnould,Peres,Engineer,1987-05-19,72275
463092,Arnould,Peres,Senior Engineer,1995-05-19,72275
463093,Evgueni,Frolund,Senior Staff,1994-05-31,53053
463093,Evgueni,Frolund,Staff,1989-05-31,53053
463098,Howell,Merlo,Technique Leader,1988-07-16,40000
463131,Cathie,Bolsens,Engineer,1991-01-14,43164
463131,Cathie,Bolsens,Senior Engineer,1997-01-13,43164
463141,Marsha,Masaki,Senior Engineer,1988-06-15,40000
463147,Georgy,Terwilliger,Senior Staff,1997-08-02,72377
463147,Georgy,Terwilliger,Staff,1990-08-02,72377
463149,Valeska,Kamber,Staff,1996-03-15,40000
463152,Premsyl,Schiper,Engineer,1989-11-04,43401
463152,Premsyl,Schiper,Senior Engineer,1997-11-04,43401
463155,Aemilian,Sabnani,Senior Engineer,1985-04-26,40000
463156,Vojin,Miake,Senior Staff,1987-02-15,40000
463161,Subhash,Milicia,Senior Engineer,1985-07-14,53523
463185,Yahiko,Rosay,Senior Staff,1996-07-10,63224
463187,Sachin,Penn,Technique Leader,1986-10-02,47817
463214,Toshimo,Acton,Assistant Engineer,1992-11-14,40000
463214,Toshimo,Acton,Engineer,1997-11-14,40000
463250,Arup,Ranta,Engineer,1986-02-20,40000
463250,Arup,Ranta,Senior Engineer,1991-02-20,40000
463252,Demin,Krzyzanowski,Engineer,1985-06-21,45269
463252,Demin,Krzyzanowski,Senior Engineer,1993-06-21,45269
463256,Mabhin,Demos,Senior Staff,1990-12-20,55229
463256,Mabhin,Demos,Staff,1985-12-20,55229
463260,Masako,Muntz,Engineer,1996-02-06,56233
463260,Masako,Muntz,Senior Engineer,2002-02-05,56233
463286,Kwangho,Avouris,Senior Staff,1999-06-27,50215
463286,Kwangho,Avouris,Staff,1991-06-27,50215
463310,Yoshimitsu,Melichar,Engineer,1991-06-24,44569
463310,Yoshimitsu,Melichar,Senior Engineer,1998-06-24,44569
463311,Fuqing,Scharstein,Engineer,1986-03-31,51455
463311,Fuqing,Scharstein,Senior Engineer,1995-03-31,51455
463312,Keung,Godskesen,Staff,1999-08-11,80815
463316,Seongbae,Iwayama,Senior Engineer,1992-02-22,62106
463317,Marco,Baar,Senior Staff,1996-05-27,40000
463317,Marco,Baar,Staff,1990-05-28,40000
463327,Udo,Keirsey,Engineer,1986-07-04,40000
463327,Udo,Keirsey,Senior Engineer,1991-07-04,40000
463334,Tran,Peak,Assistant Engineer,1996-12-13,40000
463340,Danae,Buchter,Senior Engineer,1997-07-12,69259
463360,Ung,Benantar,Senior Staff,1995-08-08,70446
463360,Ung,Benantar,Staff,1987-08-08,70446
463368,Kotesh,Irland,Engineer,1986-04-11,40000
463368,Kotesh,Irland,Senior Engineer,1991-04-11,40000
463370,Khue,Eiter,Staff,1998-10-31,40000
463377,Greger,Ranai,Staff,1999-07-12,47121
463388,Udaiprakash,Wrigley,Senior Staff,1986-05-04,40000
463392,Masoud,Vandervoorde,Senior Staff,2001-12-19,40000
463392,Masoud,Vandervoorde,Staff,1994-12-19,40000
463393,Bilhanan,Takkinen,Engineer,1988-01-21,40000
463393,Bilhanan,Takkinen,Senior Engineer,1994-01-20,40000
463397,Gay,Kenevan,Senior Staff,1993-03-21,78071
463401,Chrisa,Boyle,Senior Staff,1990-11-20,40000
463401,Chrisa,Boyle,Staff,1985-11-20,40000
463413,Kristinn,Lorys,Senior Engineer,1985-09-30,62030
463426,Tetsurou,DuCasse,Engineer,1986-12-02,40000
463426,Tetsurou,DuCasse,Senior Engineer,1991-12-02,40000
463431,Lalit,Samarati,Senior Staff,1994-05-12,48596
463431,Lalit,Samarati,Staff,1988-05-12,48596
463444,Patricia,Zambonelli,Assistant Engineer,1987-12-01,40000
463444,Patricia,Zambonelli,Engineer,1992-11-30,40000
463444,Patricia,Zambonelli,Senior Engineer,1997-11-30,40000
463449,Aemilian,Varman,Engineer,1988-10-06,40000
463449,Aemilian,Varman,Senior Engineer,1996-10-06,40000
463459,Mohammed,Farrag,Engineer,1986-11-21,40000
463459,Mohammed,Farrag,Senior Engineer,1992-11-20,40000
463463,Katsuyuki,Klerer,Senior Staff,1995-09-16,74812
463464,Conor,Adachi,Engineer,1987-11-24,62210
463464,Conor,Adachi,Senior Engineer,1993-11-23,62210
463491,Jouko,Dichev,Assistant Engineer,1991-05-11,40000
463491,Jouko,Dichev,Engineer,1997-05-10,40000
463500,Lorien,Terkki,Senior Staff,1999-01-10,66078
463500,Lorien,Terkki,Staff,1990-01-10,66078
463519,Navid,Munch,Senior Staff,1996-03-24,62692
463524,Koldo,Papadias,Assistant Engineer,1989-08-07,46031
463524,Koldo,Papadias,Engineer,1995-08-07,46031
463524,Koldo,Papadias,Senior Engineer,2001-08-06,46031
463529,Inderjeet,Kusakabe,Engineer,1985-02-15,52483
463529,Inderjeet,Kusakabe,Senior Engineer,1993-02-15,52483
463537,Sashi,Kulisch,Senior Staff,1993-03-18,44965
463537,Sashi,Kulisch,Staff,1988-03-18,44965
463544,Dietrich,Gornas,Engineer,1988-04-20,40833
463544,Dietrich,Gornas,Senior Engineer,1993-04-20,40833
463548,Chinho,Huhdanpaa,Engineer,1999-10-04,40000
463551,Luerbio,Ramaiah,Engineer,1985-02-24,40000
463551,Luerbio,Ramaiah,Senior Engineer,1990-02-24,40000
463552,Boaz,Brodie,Staff,1996-07-07,40000
463554,Kristina,Kranzdorf,Engineer,1986-12-24,40000
463554,Kristina,Kranzdorf,Senior Engineer,1992-12-23,40000
463556,Monique,Emmart,Senior Staff,1995-11-20,40000
463556,Monique,Emmart,Staff,1988-11-19,40000
463615,Sariel,Quittner,Senior Staff,1992-06-09,40000
463615,Sariel,Quittner,Staff,1985-06-09,40000
463621,Lidong,Kobara,Engineer,1986-11-24,40000
463621,Lidong,Kobara,Senior Engineer,1991-11-24,40000
463649,Leaf,Picaronny,Senior Staff,1995-09-25,82461
463649,Leaf,Picaronny,Staff,1988-09-24,82461
463658,Weiyi,Kroha,Staff,1995-09-07,75972
463659,Gretta,Driscoll,Engineer,1991-09-27,40000
463659,Gretta,Driscoll,Senior Engineer,1998-09-27,40000
463660,Bedir,Ratnakar,Senior Staff,1993-02-22,50303
463660,Bedir,Ratnakar,Staff,1986-02-22,50303
463661,Minghong,Janocha,Senior Staff,1988-11-08,71590
463665,Berthier,Hutter,Engineer,1996-10-15,40000
463665,Berthier,Hutter,Senior Engineer,2001-10-15,40000
463672,Jixiang,Kobara,Engineer,1989-03-05,40000
463672,Jixiang,Kobara,Senior Engineer,1995-03-05,40000
463679,Constantijn,Thimonier,Engineer,1988-04-07,40000
463679,Constantijn,Thimonier,Senior Engineer,1993-04-07,40000
463681,Gian,Kalefeld,Engineer,1988-11-06,72716
463681,Gian,Kalefeld,Senior Engineer,1995-11-07,72716
463696,Sigeru,Babu,Senior Staff,1995-01-21,58152
463696,Sigeru,Babu,Staff,1988-01-21,58152
463699,Roded,Bardell,Technique Leader,1997-09-08,46499
463700,Giao,Maraist,Senior Staff,1998-12-22,40000
463700,Giao,Maraist,Staff,1992-12-22,40000
463717,Mari,Pell,Senior Staff,2001-01-12,40000
463717,Mari,Pell,Staff,1996-01-13,40000
463725,Wonhee,Zumaque,Engineer,1986-06-24,48635
463725,Wonhee,Zumaque,Senior Engineer,1992-06-23,48635
463731,Weidon,Erev,Senior Staff,1994-10-19,40000
463731,Weidon,Erev,Staff,1986-10-19,40000
463736,Howell,Smeets,Engineer,1985-07-14,40000
463736,Howell,Smeets,Senior Engineer,1994-07-14,40000
463738,Hairong,Pellegrinelli,Senior Engineer,1998-08-13,57530
463746,Berhard,Reistad,Staff,1995-07-13,71610
463748,Francesca,Yeung,Assistant Engineer,1985-10-30,49062
463748,Francesca,Yeung,Engineer,1994-10-30,49062
463751,Toshimi,Sommer,Engineer,1985-04-02,44154
463751,Toshimi,Sommer,Senior Engineer,1994-04-02,44154
463760,Charmane,Carrera,Engineer,1987-10-25,41448
463760,Charmane,Carrera,Senior Engineer,1992-10-24,41448
463768,Mihalis,Pillow,Engineer,1998-07-06,40000
463777,Gor,Rosca,Senior Staff,2000-08-20,40237
463777,Gor,Rosca,Staff,1993-08-20,40237
463781,Val,Heystek,Senior Staff,1990-12-13,61247
463781,Val,Heystek,Staff,1985-12-13,61247
463785,Marlo,Felder,Senior Staff,1985-05-11,80811
463793,Jongsuk,Takanami,Senior Staff,2000-11-22,40000
463793,Jongsuk,Takanami,Staff,1992-11-22,40000
463804,Ymte,Potthoff,Engineer,1988-02-01,40000
463804,Ymte,Potthoff,Senior Engineer,1994-01-31,40000
463806,Freyja,Borstler,Engineer,1999-02-24,51940
463808,Berni,Mitchem,Engineer,1992-07-31,40000
463808,Berni,Mitchem,Senior Engineer,1997-07-31,40000
463814,Lena,Kandlur,Engineer,1985-02-17,45575
463814,Lena,Kandlur,Senior Engineer,1993-02-17,45575
463825,Gao,Coombs,Staff,1998-02-28,52666
463845,Kiyomitsu,Steinauer,Senior Engineer,1985-09-23,61742
463862,Baocai,Compeau,Engineer,1993-03-30,40000
463862,Baocai,Compeau,Senior Engineer,1999-03-30,40000
463869,Tooru,Zumaque,Senior Staff,1992-08-21,53120
463869,Tooru,Zumaque,Staff,1987-08-22,53120
463917,Harngdar,Cummings,Engineer,1986-11-02,40000
463917,Harngdar,Cummings,Senior Engineer,1992-11-01,40000
463921,Lalit,Bahr,Staff,1999-11-24,66887
463932,Conrado,Marakhovsky,Senior Staff,2001-09-09,65062
463932,Conrado,Marakhovsky,Staff,1996-09-09,65062
463936,Giri,Schlenzig,Senior Staff,1994-05-08,76945
463936,Giri,Schlenzig,Staff,1987-05-08,76945
463945,Mads,Sifakis,Senior Staff,1994-07-29,67732
463945,Mads,Sifakis,Staff,1985-07-29,67732
463959,Lein,Zaccaria,Engineer,1985-04-12,40000
463959,Lein,Zaccaria,Senior Engineer,1991-04-11,40000
463973,Christ,Bierbaum,Senior Staff,1995-04-09,57550
463973,Christ,Bierbaum,Staff,1987-04-09,57550
463978,Pasqua,Pillow,Assistant Engineer,1988-01-24,42858
463978,Pasqua,Pillow,Engineer,1995-01-24,42858
463978,Pasqua,Pillow,Senior Engineer,2002-01-24,42858
463980,Howell,Etalle,Senior Staff,1993-02-05,75584
463980,Howell,Etalle,Staff,1987-02-06,75584
463993,Debaprosad,Serot,Engineer,1987-11-06,42636
463993,Debaprosad,Serot,Senior Engineer,1993-11-05,42636
464001,Shakhar,Lanphier,Engineer,1988-04-03,61506
464001,Shakhar,Lanphier,Senior Engineer,1994-04-03,61506
464005,Gino,Merli,Engineer,1992-05-02,40095
464005,Gino,Merli,Senior Engineer,1998-05-02,40095
464010,Constantijn,Uhrig,Senior Staff,1991-06-04,53989
464010,Constantijn,Uhrig,Staff,1986-06-04,53989
464020,Leaf,Kuzuoka,Engineer,1985-05-19,40000
464020,Leaf,Kuzuoka,Senior Engineer,1993-05-19,40000
464022,Bartek,Beznosov,Staff,1998-10-30,69698
464024,Bangqing,Yavatkar,Senior Engineer,1986-03-31,40000
464025,Brigham,Baezner,Engineer,1991-08-23,40000
464025,Brigham,Baezner,Senior Engineer,1996-08-22,40000
464033,Fan,Beilner,Engineer,1988-06-02,40000
464033,Fan,Beilner,Senior Engineer,1993-06-02,40000
464040,Hyuncheol,Kavraki,Staff,1997-03-17,56302
464050,Shan,Bratten,Senior Staff,1995-04-22,57980
464050,Shan,Bratten,Staff,1989-04-22,57980
464051,Horward,Worfolk,Senior Staff,1995-11-13,69311
464051,Horward,Worfolk,Staff,1987-11-13,69311
464054,Ger,Ranai,Engineer,1987-07-14,55944
464054,Ger,Ranai,Senior Engineer,1995-07-14,55944
464059,Harngdar,Rullman,Senior Staff,1999-05-03,40000
464089,Fox,Sommer,Senior Staff,1999-03-07,49246
464089,Fox,Sommer,Staff,1992-03-06,49246
464102,Sibyl,Maraist,Engineer,1990-04-21,41086
464102,Sibyl,Maraist,Senior Engineer,1996-04-20,41086
464125,Volkmar,Schrooten,Senior Staff,1987-11-24,40000
464140,Kolar,Broomell,Senior Staff,1994-06-24,40000
464140,Kolar,Broomell,Staff,1988-06-24,40000
464144,Mostafa,Ashish,Senior Staff,1995-10-26,40000
464144,Mostafa,Ashish,Staff,1987-10-26,40000
464151,Fumitake,Zumaque,Senior Staff,1986-08-14,44990
464153,Adly,Stavenow,Senior Staff,1995-10-05,40000
464153,Adly,Stavenow,Staff,1988-10-04,40000
464154,Lena,Baaz,Senior Staff,1995-03-08,40000
464154,Lena,Baaz,Staff,1986-03-08,40000
464155,Sachar,Horswill,Assistant Engineer,1996-10-06,58707
464160,Xiaoqiu,Knightly,Engineer,1994-09-22,40000
464174,Palash,Broomell,Technique Leader,1988-08-30,56106
464179,Weiru,Krogh,Senior Engineer,1992-01-15,50583
464194,Sakthirel,Brobst,Engineer,1988-07-23,40000
464194,Sakthirel,Brobst,Senior Engineer,1996-07-23,40000
464200,Junichi,Foong,Senior Staff,1992-11-03,70792
464200,Junichi,Foong,Staff,1987-11-04,70792
464206,Mantis,Hedayat,Senior Staff,1987-02-01,40000
464220,Sibyl,Shrader,Engineer,1987-10-03,48270
464220,Sibyl,Shrader,Senior Engineer,1996-10-02,48270
464242,Gen,Androutsos,Staff,1999-01-12,76556
464282,Chriss,Winter,Senior Engineer,1986-12-13,47654
464295,Jackson,Hebden,Engineer,1988-08-22,40000
464295,Jackson,Hebden,Senior Engineer,1993-08-22,40000
464310,Marit,Molenkamp,Senior Staff,1991-12-18,57062
464312,Gunilla,Terwilliger,Engineer,1991-11-12,51267
464312,Gunilla,Terwilliger,Senior Engineer,1999-11-12,51267
464319,Uzi,Lyonns,Senior Engineer,1995-02-12,58810
464322,Sandeepan,Sessa,Senior Staff,1992-06-21,53403
464322,Sandeepan,Sessa,Staff,1986-06-22,53403
464338,Cathie,Vickson,Technique Leader,1988-04-12,66687
464339,Chriss,Braccini,Staff,1998-07-08,79462
464346,Bernardo,Bazzichi,Senior Staff,1994-03-04,54623
464346,Bernardo,Bazzichi,Staff,1988-03-04,54623
464356,Baruch,Sigstam,Senior Staff,1999-08-24,40000
464356,Baruch,Sigstam,Staff,1991-08-24,40000
464365,Shaowen,Krogh,Senior Staff,1996-06-30,86032
464365,Shaowen,Krogh,Staff,1987-07-01,86032
464366,Demos,Krupka,Senior Engineer,1993-05-17,69835
464367,Achilleas,Zhang,Technique Leader,1997-11-26,40000
464372,Masadi,Dalton,Senior Staff,1996-02-17,57125
464372,Masadi,Dalton,Staff,1988-02-17,57125
464374,Peternela,Slutz,Senior Engineer,1991-06-02,42675
464383,Chandrasekaran,Nooteboom,Senior Staff,2000-07-18,53303
464383,Chandrasekaran,Nooteboom,Staff,1995-07-19,53303
464386,Radhakrishnan,Koblick,Senior Staff,1999-02-12,40000
464386,Radhakrishnan,Koblick,Staff,1994-02-12,40000
464417,Seongbin,Isaak,Engineer,1986-04-08,46387
464417,Seongbin,Isaak,Senior Engineer,1992-04-07,46387
464425,Shaunak,Murtafg,Senior Staff,1996-08-30,40000
464437,Steve,Kamble,Engineer,1988-10-06,40000
464437,Steve,Kamble,Senior Engineer,1993-10-06,40000
464439,Zhiguo,Verhaegen,Senior Staff,1993-12-24,48581
464439,Zhiguo,Verhaegen,Staff,1987-12-25,48581
464447,Youngkon,DuCasse,Senior Staff,1993-03-09,40000
464447,Youngkon,DuCasse,Staff,1987-03-10,40000
464454,Rosalyn,Anandan,Engineer,1988-07-04,61684
464454,Rosalyn,Anandan,Senior Engineer,1997-07-04,61684
464477,Xinan,Yurek,Senior Staff,2001-04-12,40000
464477,Xinan,Yurek,Staff,1994-04-12,40000
464478,Nathan,Denna,Engineer,1986-08-17,41245
464478,Nathan,Denna,Senior Engineer,1991-08-17,41245
464494,Eishiro,Veevers,Senior Staff,1987-03-30,40000
464504,Weiwu,Shrader,Senior Staff,2002-05-16,60909
464504,Weiwu,Shrader,Staff,1996-05-16,60909
464515,Owen,Baezner,Engineer,1986-11-26,57069
464515,Owen,Baezner,Senior Engineer,1994-11-26,57069
464524,Youssef,Minakawa,Senior Engineer,1998-12-29,48416
464534,Idoia,Angelopoulos,Senior Engineer,1986-09-24,40000
464542,Masako,Holburn,Senior Engineer,1987-02-06,40000
464544,Duke,Koshiba,Senior Staff,1994-07-02,65795
464544,Duke,Koshiba,Staff,1986-07-02,65795
464550,Xuedong,Lamparter,Senior Staff,1995-01-29,43916
464550,Xuedong,Lamparter,Staff,1988-01-29,43916
464555,Kellyn,Zastre,Senior Staff,1995-04-21,92229
464555,Kellyn,Zastre,Staff,1990-04-21,92229
464573,Kitty,Roison,Senior Engineer,1987-09-08,40000
464588,Xiaoshan,Pargas,Senior Staff,1996-08-20,41483
464588,Xiaoshan,Pargas,Staff,1988-08-20,41483
464599,Ramya,Collavizza,Staff,1998-04-05,58701
464600,Martijn,Osgood,Engineer,1987-04-18,56984
464600,Martijn,Osgood,Senior Engineer,1994-04-18,56984
464601,Honesty,Garigliano,Senior Engineer,1992-02-01,52982
464604,Tsutomu,Fiutem,Engineer,1985-12-28,51562
464604,Tsutomu,Fiutem,Senior Engineer,1994-12-28,51562
464614,Arto,Siksek,Engineer,1988-02-11,65464
464614,Arto,Siksek,Senior Engineer,1996-02-11,65464
464622,Minghong,Liesche,Senior Staff,1992-01-16,77162
464631,Greger,Vesna,Engineer,1986-08-23,52224
464631,Greger,Vesna,Senior Engineer,1994-08-23,52224
464639,Elgin,Hardjono,Senior Engineer,1985-05-21,40000
464640,Elvia,Fontet,Senior Staff,1991-03-23,63739
464640,Elvia,Fontet,Staff,1986-03-23,63739
464650,Sugwoo,Pramanik,Engineer,1986-07-30,58086
464650,Sugwoo,Pramanik,Senior Engineer,1994-07-30,58086
464654,Ohad,Pillow,Senior Staff,1997-04-05,92168
464657,Martine,Baba,Staff,1997-12-19,60713
464692,Paraskevi,Katiyar,Senior Staff,1987-02-02,48961
464695,Lech,Angel,Engineer,1989-06-02,60781
464695,Lech,Angel,Senior Engineer,1994-06-02,60781
464699,True,Barriga,Technique Leader,1990-12-22,41843
464701,Hongzhu,Paludetto,Senior Staff,1995-03-09,77627
464701,Hongzhu,Paludetto,Staff,1988-03-08,77627
464708,Taizo,Bierman,Staff,1996-02-11,78674
464713,Xiaoheng,Marletta,Engineer,1987-12-28,41322
464713,Xiaoheng,Marletta,Senior Engineer,1996-12-27,41322
464724,Thanasis,Luon,Senior Staff,1990-02-05,50423
464724,Thanasis,Luon,Staff,1985-02-05,50423
464725,Sedat,Peac,Senior Engineer,1999-01-14,71272
464730,Susanna,Halloran,Senior Staff,1987-12-10,74915
464744,Ranan,Anick,Senior Staff,1991-10-10,40000
464744,Ranan,Anick,Staff,1985-10-10,40000
464757,Mingzeng,Brattka,Senior Engineer,1988-05-04,40823
464773,Yahiko,Leslie,Engineer,1990-06-09,77251
464773,Yahiko,Leslie,Senior Engineer,1998-06-09,77251
464799,Dipankar,Undy,Engineer,1987-01-14,40000
464799,Dipankar,Undy,Senior Engineer,1992-01-14,40000
464805,Sushant,Quittner,Senior Staff,1992-07-04,43347
464805,Sushant,Quittner,Staff,1987-07-05,43347
464818,Rasiah,Perez,Engineer,1988-09-01,59070
464818,Rasiah,Perez,Senior Engineer,1993-09-01,59070
464820,Seshu,Linnainmaa,Engineer,1997-12-09,53164
464839,Youjian,Marshall,Senior Staff,1997-05-09,70636
464839,Youjian,Marshall,Staff,1992-05-09,70636
464845,Toong,Hooghiemstra,Engineer,1986-07-23,56522
464845,Toong,Hooghiemstra,Senior Engineer,1993-07-23,56522
464853,Zhiwei,Schreiter,Engineer,1989-12-24,44269
464853,Zhiwei,Schreiter,Senior Engineer,1998-12-24,44269
464857,Limsoon,Magliocco,Senior Staff,1988-03-07,53940
464859,Hyuncheol,Bonifati,Engineer,1986-04-17,41799
464859,Hyuncheol,Bonifati,Senior Engineer,1991-04-17,41799
464864,Shen,Schmittgen,Senior Staff,1999-10-12,73955
464865,Jordanka,Hofmeyr,Engineer,1996-11-13,44371
464871,Tze,Alameldin,Technique Leader,1985-04-22,40190
464889,Berry,Hettesheimer,Engineer,1986-06-20,40000
464889,Berry,Hettesheimer,Senior Engineer,1994-06-20,40000
464906,Sachem,Stille,Engineer,1986-03-28,50718
464906,Sachem,Stille,Senior Engineer,1994-03-28,50718
464909,Claudi,Escriba,Engineer,1999-09-27,41262
464913,Shaunak,McDermid,Senior Staff,1993-06-13,41994
464913,Shaunak,McDermid,Staff,1985-06-13,41994
464914,Jinxi,Bolotov,Engineer,1986-05-15,40000
464914,Jinxi,Bolotov,Senior Engineer,1995-05-15,40000
464924,Tayeb,Auyong,Assistant Engineer,1991-07-19,61177
464924,Tayeb,Auyong,Engineer,1999-07-19,61177
464933,Alair,Kriebel,Technique Leader,1985-04-13,40000
464935,Nimmagadda,Ranst,Engineer,1997-08-24,40000
464937,Fai,Luit,Assistant Engineer,1997-11-05,43713
464939,Woody,Eugenio,Senior Staff,1990-01-19,64000
464942,Shiv,Alpin,Staff,1997-02-13,78438
464953,Toshimitsu,Winter,Engineer,1987-03-17,40000
464953,Toshimitsu,Winter,Senior Engineer,1993-03-16,40000
464974,Kiyokazu,Birdsall,Engineer,1991-07-29,53694
464974,Kiyokazu,Birdsall,Senior Engineer,1996-07-28,53694
464976,Licheng,Ecklund,Engineer,1988-09-05,40000
464976,Licheng,Ecklund,Senior Engineer,1994-09-05,40000
464996,Takahira,Lagarias,Senior Engineer,1998-01-11,51388
464999,Terresa,Nanard,Engineer,1986-08-22,43625
464999,Terresa,Nanard,Senior Engineer,1993-08-22,43625
465027,Valter,Schneeberger,Engineer,1988-04-07,60815
465027,Valter,Schneeberger,Senior Engineer,1994-04-07,60815
465033,Yuriy,Yetim,Senior Staff,1995-07-26,40000
465033,Yuriy,Yetim,Staff,1988-07-25,40000
465053,Adam,Navazio,Senior Staff,2000-07-07,47193
465053,Adam,Navazio,Staff,1992-07-07,47193
465054,Troy,Remmers,Senior Staff,1999-04-11,40000
465054,Troy,Remmers,Staff,1993-04-11,40000
465096,Denny,Facello,Engineer,1986-08-21,46051
465096,Denny,Facello,Senior Engineer,1991-08-21,46051
465098,Mircea,Iivonen,Engineer,1987-06-02,40000
465098,Mircea,Iivonen,Senior Engineer,1996-06-01,40000
465119,Radhakrishnan,Portugali,Senior Staff,1994-12-14,48006
465131,Heather,Buescher,Senior Staff,1994-06-25,61774
465131,Heather,Buescher,Staff,1986-06-25,61774
465134,Marlo,Rullman,Engineer,1985-03-30,40000
465134,Marlo,Rullman,Senior Engineer,1994-03-30,40000
465135,Jayson,Birge,Staff,1996-11-22,71752
465137,Shigeaki,Ermel,Senior Staff,2000-11-18,66564
465137,Shigeaki,Ermel,Staff,1992-11-18,66564
465146,Naftaly,Naumovich,Senior Staff,1996-11-26,58210
465146,Naftaly,Naumovich,Staff,1987-11-27,58210
465162,Iara,Hashii,Senior Staff,2001-06-02,54631
465162,Iara,Hashii,Staff,1994-06-02,54631
465194,Yechiam,Aloia,Engineer,1988-03-06,67722
465194,Yechiam,Aloia,Senior Engineer,1994-03-06,67722
465195,Khun,Birch,Engineer,1988-01-04,40000
465195,Khun,Birch,Senior Engineer,1993-01-03,40000
465199,Wojceich,Plotkin,Engineer,1997-03-02,61761
465199,Wojceich,Plotkin,Senior Engineer,2002-03-02,61761
465207,Saddek,Moffat,Senior Staff,1985-03-07,52362
465268,Changho,Laventhal,Senior Staff,1992-01-02,57857
465268,Changho,Laventhal,Staff,1987-01-02,57857
465279,Charlene,Vuskovic,Staff,1997-08-09,40000
465289,Troy,Perez,Staff,1995-07-16,82557
465290,Toshimo,Masaki,Engineer,1992-06-28,43815
465290,Toshimo,Masaki,Senior Engineer,2000-06-28,43815
465293,Hilary,Bresenham,Senior Engineer,1990-11-14,50454
465295,Huai,Frezza,Engineer,1989-12-05,59846
465295,Huai,Frezza,Senior Engineer,1998-12-05,59846
465311,Mitchel,Lenart,Assistant Engineer,1993-07-16,40000
465311,Mitchel,Lenart,Engineer,1998-07-16,40000
465319,Pradeep,Caine,Senior Staff,1987-11-28,57404
465321,Fumitaka,Slobodova,Senior Staff,1985-09-16,89646
465326,Munenori,Coney,Engineer,1995-08-05,63358
465328,Xianlong,Cesareni,Engineer,1989-09-24,51100
465328,Xianlong,Cesareni,Senior Engineer,1996-09-24,51100
465361,Gretta,Veccia,Senior Staff,2000-05-06,62177
465361,Gretta,Veccia,Staff,1994-05-07,62177
465367,Chiranjit,Cappello,Technique Leader,1989-11-26,59919
465370,Kazuhiko,Chvatal,Senior Engineer,1986-04-04,58085
465384,Pohua,Attimonelli,Engineer,1993-11-20,70404
465384,Pohua,Attimonelli,Senior Engineer,2001-11-20,70404
